Page Name,User Name,Facebook Id,Likes at Posting,Created,Type,Likes,Comments,Shares,Love,Wow,Haha,Sad,Angry,Care,Video Share Status,Post Views,Total Views,Total Views For All Crossposts,Video Length,URL,Message,Link,Final Link,Image Text,Link Text,Description,Sponsor Id,Sponsor Name,Overperforming Score
משרד הביטחון,MODIsrael,3.84E+14,216455,2020-02-24 17:23:11 EET,Photo,150,76,77,4,0,0,0,0,0,,0,0,0,N/A,https://www.facebook.com/MODIsrael/posts/2806359172736650,#תייגו #שתפו,https://www.facebook.com/MODIsrael/photos/a.478080698897854/2806359172736650/?type=3,,,Timeline Photos,,,,1.26
משרד הבריאות,Health.gov.il,1.48E+14,293617,2020-02-24 18:01:53 EET,Photo,124,75,3,1,0,1,1,1,0,,0,0,0,N/A,https://www.facebook.com/Health.gov.il/posts/2603966396381922,"שלום לכולם :) מתנצלים על העיכוב ומיד מתחילים בשידור הלייב, אל תלכו לשום מקום!",https://www.facebook.com/Health.gov.il/photos/a.210611465717439/2603966249715270/?type=3,,,,,,,-4.24
משרד הבריאות,Health.gov.il,1.48E+14,293617,2020-02-24 18:08:45 EET,Live Video Complete,501,1276,114,64,3,1,8,4,0,original,35915,46664,0,00:45:18,https://www.facebook.com/Health.gov.il/posts/196234208390379,,https://www.facebook.com/Health.gov.il/videos/196234208390379/,,,,,,,1.27
משרד החינוך,edu.gov.il,1.12E+14,273777,2020-02-24 19:44:04 EET,Photo,101,21,8,25,0,0,0,0,0,,0,0,0,N/A,https://www.facebook.com/edu.gov.il/posts/2929319797132790,"החינוך עובר במשפחה! לכבוד יום המשפחה שחל מחר הכירו את משפחת צ'רנוסטרובסקי/ טרכטנברג: שושלת של מחנכים. אם המשפחה גלינה, הייתה מחנכת, מורה לחינוך מיוחד ורכזת חברתית בבית הספר 'ניר' באשדוד במשך 23 שנים, עד שיצאה לגמלאות. ילדיה הלכו בדרכה: אלכס הוא מורה לאנגלית בתיכונים המקיפים ג' וט' באשדוד ומרינה היא מחנכת ומורה לחינוך, רכזת מערכת וסגנית מנהל בבית הספר היסודי ""רעים"" באשדוד. מאחלים לכולכם בדרום שקט, רגיעה וכמובן יום המשפחה שמח!",https://www.facebook.com/edu.gov.il/photos/a.404700592928069/2928827140515389/?type=3,,,,,,,1.15
משרד החינוך,edu.gov.il,1.12E+14,273777,2020-02-24 22:36:54 EET,Photo,14,0,1,0,0,0,0,0,0,,0,0,0,N/A,https://www.facebook.com/edu.gov.il/posts/2929593147105455,"בהתאם להנחיות פיקוד העורף מחר (25.2) ג', לא יתקיימו לימודים בישובים הבאים: ▪אשקלון ▪נתיבות ▪שדרות ▪חוף אשקלון ▪מועצה אזורית אשכול ▪מועצה אזורית שדות נגב ▪מועצה אזורית שער הנגב",https://www.facebook.com/edu.gov.il/photos/a.404700592928069/2929587453772691/?type=3,,,,,,,-9
משרד החינוך,edu.gov.il,1.12E+14,273754,2020-02-25 09:17:01 EET,Photo,48,2,12,2,1,0,0,0,0,,0,0,0,N/A,https://www.facebook.com/edu.gov.il/posts/2900142116717225,"היום מציינים את יום המשפחה שנקרא בעבר ""יום האם"". בישראל מצוין יום המשפחה בל' בשבט, תאריך מותה של הנרייטה סאלד שהקימה את ההסתדרות הציונית הדסה, ארגון הנשים הציוניות, וכונתה ""אם הילדים"". האיור של סאלד מתוך הספר שנכנס לתוך רשימת הספרים המומלצים של משרד החינוך ב'מצעד הספרים'. Zeltner Publishing צלטנר. בית מלאכה לספרי ילדים",https://www.facebook.com/edu.gov.il/photos/a.404700592928069/2900117283386375/?type=3,,,,,,,-2.08
משרד החינוך,edu.gov.il,1.12E+14,273754,2020-02-25 11:43:15 EET,Photo,38,4,1,6,0,0,0,0,0,,0,0,0,N/A,https://www.facebook.com/edu.gov.il/posts/2928748610523242,"יום המשפחה במערכת החינוך! הכירו את משפחת פריצקי, אסנת ואיציק מורים לחינוך גופני ומחנכים בכפר הנוער כנות כבר למעלה מ - 30 שנה. נהנים מכל רגע ועושים טוב לתלמידים ולכפר כולו.",https://www.facebook.com/edu.gov.il/photos/a.404700592928069/2928748000523303/?type=3,,,,,,,-2.76
משרד החינוך,edu.gov.il,1.12E+14,273754,2020-02-25 13:02:40 EET,Photo,9,0,0,0,0,0,0,0,0,,0,0,0,N/A,https://www.facebook.com/edu.gov.il/posts/2930736463657790,"פרסמנו היום (ג') דף הנחיות מסודר למנהלי בתי הספר ""דגן"" (קריית וחיים), ""אלון"" (עפולה) ו""טוביהו"" (באר שבע) לקראת סיום הבידוד של 225 התלמידים ו- 23 עובדי ההוראה. התלמידים ועובדי ההוראה מקריית חיים ומעפולה אמורים לסיים מחר את תקופת הבידוד שלהם, ולשוב מחרתיים (חמישי) אל בתי הספר ואילו התלמידים ועובדי ההוראה מבאר שבע, שאמורים לסיים את תקופת הבידוד שלהם ביום חמישי, ישובו אל בתי הספר ביום שישי. בהנחיות ציין המשרד בפני המנהלים כי: ------------------------------- ▪תלמידים ואנשי צוות אשר השלימו את יתרת 14 יום הבידוד הביתי ללא תסמינים יכולים לשוב למוסד החינוכי ללא צורך באישור רפואי. ▪המורים והתלמידים אינם צריכים לפנות לרופאי המשפחה לצורך קבלת אישור מחלה בגין ההיעדרות או חזרה למוסד החינוכי. ▪מומלץ לכולם כאחד לשמור על היגיינה - לשטוף ידיים עם סבון ומים, כיסוי הפה והאף בעת שיעול/עיטוש. אם לא מישהו חש שלא בטוב, שיישאר בבית. ההנחיות כוללות גם חזרה לשגרה: ------------------------------ ▪ לקיים שיח בחדר מורים: מומלץ לקיים שיח מקדים עם המורים לקראת החזרה של התלמידים לבית הספר, במטרה לעבד את החוויה של הצוות החינוכי, ובמטרה ללוות ולתמוך במורים. ▪ לערוך בדיקת נוכחות: חשוב להקפיד ולברר מי מהתלמידים לא הגיע למוסד החינוכי ולברר סיבת ההיעדרות. במקרים בהם תלמידים נמנעו מלבוא עקב חשש, יש לעודד אותם ואת הוריהם להגיע ולעבד את החוויה יחד עם כולם. ▪ לתת מידע ברור ופשוט: כדאי להקדיש זמן ולהסביר על שלבי החזרה לשגרה במילים פשוטות וברורות. ▪ לשתף חוויות: חשוב לאפשר לתלמידים לשתף בחוויה שעברו. בהמשך המסמך ישנה הצעה לשיח בכיתה. ▪ לתת תשומת לב לתלמידים חרדים במיוחד: ילדים שונים (וגם מבוגרים) מגיבים בצורה שונה במצבי לחץ. חשוב שאנשי החינוך ישדרו אמון ביכולת החזרה של התלמידים לשגרה ויהיו ערניים לתלמידים הזקוקים להתייחסות מיוחדת. ▪ לשמור על השגרה: השגרה מחזקת את הרציפות, תחושת הביטחון והמוגנות, ולכן לאחר שיח בשעה הראשונה, מומלץ לחזור לשגרת לימודים. ▪ ליידע ולשתף את ההורים: בכל מה שנעשה בבית הספר בהקשר לנושא. מזכירים שהקו הפתוח להתמודדות במצבי לחץ וחירום מטעם השירות הפסיכולוגי ייעוצי - שפ""י, משרד החינוך פתוח ונותן מענה מענה רגשי להתמודדות עם המצב. מספרו: 1800-25-00-25 או 073-3931111",https://www.facebook.com/edu.gov.il/photos/a.404700592928069/2930731583658278/?type=3,,,,,,,-15
משרד החינוך,edu.gov.il,1.12E+14,273754,2020-02-25 15:13:51 EET,Photo,19,1,1,2,0,0,0,0,0,,0,0,0,N/A,https://www.facebook.com/edu.gov.il/posts/2930413360356767,"ברכות לזוכה פרס ישראל תש""ף בתחום חקר ההיסטוריה הכללית, פרופ' בנימין זאב קדר. 💐💐💐💐💐💐💐💐💐💐💐💐💐 בנימוקיה ציינה הוועדה כי: ""בנימין זאב קדר הוא החוקר החשוב, המשפיע והפורה ביותר של מסעי הצלב ושל חקר היחסים הבין דתיים החי ופעיל כיום. תחומי המחקר של קדר כוללים גם את סוגיית היחסים הבין דתיים, המסחר בים התיכון, החוק הכנסייתי, תולדות ארץ-ישראל ויישובה היהודי, שחזור וניתוח קרבות, היסטוריה השוואתית ועולמית, תצלומי אוויר כמקור היסטורי, ועוד. בכל התחומים האלה מהדהד קולו הייחודי, המשלב נאמנות לאמות המידה המדעיות הקפדניות ביותר, מקוריות ויצירתיות, יחד עם אהבה עמוקה לארץ ומסירות לחברה ולערכיה."" צילום: דוד סאלם.",https://www.facebook.com/edu.gov.il/photos/a.404700592928069/2930594103672026/?type=3,,,,,,,-5.87
משרד הבריאות,Health.gov.il,1.48E+14,294626,2020-02-25 17:45:18 EET,Native Video,662,277,380,16,2,3,3,3,0,original,241845,246684,0,00:00:14,https://www.facebook.com/Health.gov.il/posts/2605915566187005,"חזרתם מסין, יפן, תאילנד, הונג-קונג, סינגפור, מקאו וגם טיוואן, אוסטרליה או איטליה? יש לכם חום, שיעול או קושי נשימה? התקשרו למוקד מד""א 101 וקבלו עזרה רפואית. אין צורך להגיע למיון או למרפאה. למידע ושאלות בנושא הקורונה התקשרו למוקד 5400*",https://www.facebook.com/Health.gov.il/videos/507123133571970/,,,למידע נוסף לחצו כאן,,,,2.05
